stim_id,gender,age,task_rt,face_width,face_length
face_1356,m,46,686.23,60.62,115.95
face_1357,f,38,333.43,58.55,112.43
face_1358,m,42,690.46,65.83,109.64
face_1359,m,42,516.84,61.06,112.54
face_1360,m,53,344.09,61.41,116.06
face_1361,m,21,372.6,63.5,112.05
face_1362,m,23,910.63,62.66,117.4
face_1363,m,31,410.07,62.56,114.75
face_1364,f,51,278.73,61.48,115.76
face_1365,f,54,353.93,61.37,106.67
face_1366,f,39,962.47,62.290000000000006,114.11
face_1367,m,56,481.85,62.17,113.31
face_1368,m,56,523.48,67.15,107.81
face_1369,f,53,508.86,65.64,113.42
face_1370,f,29,491.51,62.08,106.97
face_1371,f,18,494.71,59.14,115.77
face_1372,m,50,616.01,67.17,117.8
face_1373,f,22,475.92,57.93,117.26
face_1374,f,31,487.78,61.959999999999994,108.83
face_1375,f,24,502.07,57.96,118.15
face_1376,f,48,368.43,60.97,119.33
face_1377,f,35,574.19,60.62,119.35
face_1378,f,51,802.11,63.78,111.11
face_1379,f,36,329.68,60.78,115.4
face_1380,m,53,424.59,62.64,117.4
face_1381,f,53,562.15,63.040000000000006,113.86
face_1382,f,33,767.37,64.24,107.39
face_1383,f,30,391.07,61.09,113.69
face_1384,m,24,316.5,65.88,110.61
face_1385,m,33,543.08,67.36,111.49
face_1386,m,58,455.27,63.74,111.42
face_1387,f,58,388.98,58.55,120.91
face_1388,m,51,1257.67,61.96,116.84
face_1389,m,26,538.66,63.7,118.15
face_1390,f,42,1017.83,57.77,121.51
face_1391,m,33,772.05,61.12,117.24
face_1392,m,39,516.06,65.32,110.2
face_1393,m,58,420.96,62.11,117.41
face_1394,f,58,335.28,61.19,115.17
face_1395,m,30,597.46,68.08,107.3
face_1396,f,46,756.65,59.77,115.5
face_1397,m,47,1262.24,60.58,113.35
face_1398,f,36,1488.82,59.34,119.48
face_1399,f,50,1028.83,59.93,116.42
face_1400,f,34,326.01,61.519999999999996,111.73
face_1401,m,32,459.97,61.23,115.67
face_1402,f,34,482.31,64.41,110.12
face_1403,f,20,1898.14,62.95,116.68
face_1404,m,18,416.89,63.92,112.35
face_1405,m,50,512.65,65.47,112.13
face_1406,m,40,334.64,61.66,118.66
face_1407,f,23,560.64,62.67,111.99
face_1408,f,33,947.58,58.44,113.77
face_1409,m,35,399.79,59.85,118.59
face_1410,m,42,467.98,61.91,114.28
face_1411,m,24,410.78,63.96,118.38
face_1412,f,51,731.23,57.2,120.36
face_1413,f,29,546.05,64.44,110.87
face_1414,f,57,627.71,60.28,113.38
face_1415,m,24,1193.98,61.07,118.09
face_1416,f,48,588.86,58.98,115.02
face_1417,f,22,590.21,63.269999999999996,109.63
face_1418,m,46,1277.58,65.45,114.07
face_1419,m,21,452.6,61.87,116.9
face_1420,m,42,512.91,59.62,116.59
face_1421,m,40,452.98,63.37,115.66
face_1422,m,42,631.11,61.2,120.58
face_1423,f,54,442.93,63.260000000000005,109.53
face_1424,m,42,709.71,64.54,115.52
face_1425,f,37,634.64,62.400000000000006,111.68
face_1426,f,30,337.96,68.7,110.36
face_1427,m,44,384.77,64.66,109.16
face_1428,m,47,411.21,64.63,112.56
face_1429,m,33,391,64.34,115.07
face_1430,m,35,512.24,61.24,117.32
face_1431,f,48,1059.73,63.16,110.1
face_1432,f,20,386.37,63.269999999999996,110.53
face_1433,m,33,392.42,62.07,113.43
face_1434,f,58,996.67,63.489999999999995,113.98
face_1435,f,36,472.21,58.89,117.19
face_1436,f,43,420.71,62.459999999999994,119.17
face_1437,m,31,351.27,62.81,117.18
face_1438,f,20,455.9,57.22,113.58
face_1439,m,28,491,67,110.65
face_1440,f,46,732.44,61.29,114.18
face_1441,f,29,558.3,62.989999999999995,115.25
face_1442,m,27,352.18,60.99,116.17
face_1443,f,45,981.95,64.03,110.3
face_1444,f,47,362,60.58,115.41
face_1445,m,58,1087.53,64.18,113.55
face_1446,m,43,313.96,61.6,116.67
face_1447,m,37,773.05,59.92,118.56
face_1448,f,25,575.04,64.75,113.21
face_1449,m,34,827.39,59.95,119.58
face_1450,m,52,551.37,62.57,109.4
face_1451,f,33,677.38,61.32,114
face_1452,m,31,410.28,63.27,119.03
face_1453,m,26,698.36,64.86,119.7
face_1454,m,27,933.94,61.06,125.43
face_1455,f,30,591.69,60.01,115.26
face_1456,f,35,587.22,62.06999999999999,112.44
face_1457,f,43,514.27,65.08,108.89
face_1458,f,54,477.16,60.31,113.32
face_1459,f,52,254.97,58.71,110.73
face_1460,m,26,543.98,63.13,114.57
face_1461,m,49,241.92,59.64,116.53
face_1462,m,26,285.96,66.72,112.34
face_1463,f,43,889.1,63.120000000000005,117.29
face_1464,m,42,538.23,67.26,114.4
face_1465,m,40,1203.22,62.85,115.78
face_1466,f,22,501.76,59.96,114.48
face_1467,m,24,603.31,66.75,117.6
face_1468,f,37,418.85,64.06,112.36
face_1469,m,31,721.17,62.92,109.37
face_1470,m,24,745.87,63.53,114.41
face_1471,m,51,901.35,62.63,115.47
face_1472,m,47,303.92,66.36,113.75
face_1473,f,55,457.37,63.150000000000006,119.64
face_1474,f,43,341.27,64.23,111.51
face_1475,m,42,378.11,64.34,111.98
face_1476,f,34,614.14,60.12,112.09
face_1477,f,42,444.47,63.230000000000004,107.54
face_1478,f,38,486.73,59.8,117.28
face_1479,m,25,558.78,66.75,111.5
face_1480,m,59,958.57,63.84,110.75
face_1481,f,33,470.26,60.1,111.92
face_1482,f,53,391.69,62.870000000000005,109.96
face_1483,f,31,390.82,63.43000000000001,114.08
face_1484,f,35,695.22,60.14,116.64
face_1485,m,45,657.92,65.85,109.99
face_1486,f,60,1225.36,65.55,112.14
face_1487,f,18,404.53,63.349999999999994,111.77
face_1488,m,60,462.57,66.34,112.68
face_1489,m,38,811.14,65.18,111.95
face_1490,m,60,329.78,65.46,112.65
face_1491,m,39,446.02,62.86,116.38
face_1492,f,21,405.04,62.89,108.74
face_1493,f,30,654.26,61.33,119.1
face_1494,f,47,434.05,57.68,118.29
face_1495,f,50,463.27,61.879999999999995,114.98
face_1496,m,49,410.93,64.15,114.89
face_1497,m,49,521.94,61.45,113.62
face_1498,f,27,364.82,63.89,113.77
face_1499,m,40,928.28,62.27,114.06
face_1500,m,38,991.79,68.92,111.1
face_1501,m,44,463.71,62.36,115.87
face_1502,m,49,1052.7,64.98,114.8
face_1503,f,51,1264.96,58.38,118.73
face_1504,m,29,733.42,65.29,108.25
face_1505,m,54,396.01,60.19,113.27
face_1506,f,44,541.17,60.45,113.2
face_1507,f,49,939.43,62.22,116.79
face_1508,f,46,620.84,63.900000000000006,114.39
face_1509,m,31,496.28,68.71,107.31
face_1510,f,35,665.57,56.95,119.38
face_1511,f,41,674.08,59.25,120.14
face_1512,f,29,306.02,64.17,110.73
face_1513,m,30,432.76,64.55,112.26
face_1514,m,45,1158.54,63.9,110.93
face_1515,m,23,438.95,66.68,114.09
face_1516,m,36,441.3,62.13,116.41
face_1517,m,52,516.45,65.53,115.43
face_1518,m,46,563.55,68.2,107.16
face_1519,f,21,663.91,60.28,116.22
face_1520,f,58,295,59.76,117.62
face_1521,f,46,354.67,60.73,117.34
face_1522,m,28,552.96,62.38,114.73
face_1523,f,28,329.62,61.730000000000004,116.55
face_1524,m,24,604.99,62.52,114.22
face_1525,f,43,551.1,60.28,116.49
face_1526,m,35,470.83,62.83,116.34
face_1527,f,29,556.29,62.56,109.97
face_1528,f,35,431.13,62.14,111.57
face_1529,f,52,477.93,62.06999999999999,111.32
face_1530,f,21,522.13,60.34,117.6
face_1531,m,59,392.37,67.44,107.86
face_1532,f,56,664.19,62.129999999999995,111.63
face_1533,m,49,464.27,58.66,117.34
face_1534,m,18,409.13,62.25,119.06
face_1535,m,22,544.56,63.22,111.46
face_1536,f,47,424.95,62.120000000000005,114.76
face_1537,m,43,575.11,66.05,110.21
face_1538,m,60,1072.05,61.46,118.11
face_1539,f,19,414.66,59.83,112.5
face_1540,m,43,450.88,60.09,118.44
face_1541,m,59,472.13,66.77,115.2
face_1542,m,42,768.14,64.76,112.73
face_1543,m,32,1308.16,65.37,114.86
face_1544,f,48,935.51,57.99,117.89
face_1545,m,24,666.17,67.08,111.08
face_1546,m,23,413.89,63.33,116.83
face_1547,m,25,1375.27,65.06,112.88
face_1548,f,21,370.84,66.47,107.05
face_1549,f,53,543.43,60.31,107.96
face_1550,f,49,320.89,62.08,114.08
face_1551,f,55,545.88,62.739999999999995,112.39
face_1552,m,41,840.56,62.88,113.88
face_1553,m,45,427.27,65.97,111.29
face_1554,m,22,777.17,63.69,111.48
face_1555,m,33,836.42,67,115.33
face_1556,m,47,262.61,64.43,111.2
face_1557,m,46,748.62,63.78,113.76
face_1558,m,54,635.64,63.21,111.27
face_1559,f,38,418.05,61.06,117.16
face_1560,m,39,596.5,64.12,111.31
face_1561,m,57,448.62,67.07,108.12
face_1562,m,27,594.54,64.94,113.93
face_1563,f,26,335.97,62.53,110.73
face_1564,m,59,873.55,64.8,113.85
face_1565,f,28,539.86,60.7,111.79
face_1566,m,45,469.13,64.52,112.98
face_1567,m,43,382.57,60.09,120.06
face_1568,m,21,293.51,62.82,114.2
face_1569,m,37,1562.37,64.62,113.21
face_1570,f,34,596.48,58.06,116.67
face_1571,m,22,651.34,61.18,111.86
face_1572,m,27,534.69,66.19,109.37
face_1573,m,49,564.98,64.16,114.08
face_1574,m,23,335.66,65.68,113.27
face_1575,m,33,525.36,62.47,115.58
face_1576,m,29,747.73,68.08,112.44
face_1577,m,33,455.51,62.76,110.04
face_1578,m,41,506.06,68.71,113.65
face_1579,f,39,449.82,62.36,115.75
face_1580,f,56,1461.01,58.25,113.34
face_1581,m,55,700.29,66.42,111.52
face_1582,f,37,554.34,61.43,116.72
face_1583,f,59,776.5,63.67,114.16
face_1584,f,48,553.14,60.67,111.64
face_1585,m,59,530.51,62.94,111.47
face_1586,f,38,340.44,62.42,114.08
face_1587,m,21,298.08,65.16,109.18
face_1588,f,60,457.26,59.09,112.67
face_1589,f,53,533.34,63.44,113.17
face_1590,f,40,407.47,63.47,111.23
face_1591,m,49,526.62,60.07,118.4
face_1592,f,27,911.94,60.54,113.39
face_1593,m,57,873.66,63.26,114.32
face_1594,m,21,543.78,64.6,109.81
face_1595,f,37,508.97,58.44,114.29
face_1596,m,56,790.04,62.93,110.95
face_1597,m,60,522.51,62.98,114.5
face_1598,m,46,615.72,66.5,114.68
face_1599,m,20,468.11,61.02,117.77
face_1600,m,50,449.65,66.87,113.19
face_1601,f,50,1012.06,63.44,111.04
face_1602,m,54,524.35,66.7,107.85
face_1603,m,54,806.93,58.43,119.1
face_1604,m,33,219.84,63.79,116.47
face_1605,f,25,387.94,60.37,119.61
face_1606,m,56,514.59,65.17,114.85
face_1607,f,19,598.89,66.37,108.85
face_1608,m,47,357.59,69.24,110.63
face_1609,f,25,620.83,63.959999999999994,112.17
face_1610,m,56,540.83,64.32,113.51
face_1611,f,40,1505.24,66.41,111.95
face_1612,f,21,386.36,59.19,119.13
face_1613,m,51,500.53,62.54,116.71
face_1614,m,25,484.61,63.67,114.66
face_1615,f,30,530.78,59.96,115.55
face_1616,m,24,356.11,60.8,117.35
face_1617,f,37,476.82,59.91,117.59
face_1618,m,53,520.56,61.06,120.48
face_1619,m,60,357.5,62.82,114.1
face_1620,m,23,341.75,65.22,110.96
face_1621,m,34,853.47,64.5,112.64
face_1622,f,27,770.7,62.230000000000004,111.81
face_1623,m,54,444.61,59.38,115.79
face_1624,f,38,621.16,60.17,115.53
face_1625,m,47,318.14,65.32,112.78
face_1626,m,56,585.21,68.95,110.93
face_1627,m,25,591.91,66.85,112.85
face_1628,m,47,463.29,65.69,111.73
face_1629,m,36,731.15,63.18,114.03
face_1630,m,20,580.03,61.98,112.5
face_1631,f,18,1073.96,63.09,114.67
face_1632,f,60,348.39,61.21,110.24
face_1633,m,56,612.5,64.46,122.49
face_1634,m,24,929.53,57.98,122.43
face_1635,f,21,1009.18,61.709999999999994,114.03
face_1636,m,27,339.08,65.16,111.2
face_1637,f,26,436.52,63.18000000000001,111.64
face_1638,f,59,343.79,59.04,118.88
face_1639,m,39,401.86,62.02,111.31
face_1640,f,53,709.77,60.98,115
face_1641,m,58,503.25,62.53,114.48
face_1642,f,27,376.58,62.53,113.7
face_1643,m,20,1002.8,64.98,113.51
face_1644,f,43,835.88,58.11,117.22
face_1645,f,58,285.17,58.93,120.79
face_1646,f,33,442.59,56.37,114.75
face_1647,f,38,1111.34,61.27,117.46
face_1648,f,50,360.03,59.31,114.55
face_1649,m,45,862.68,63,114.64
face_1650,f,40,400.64,62.010000000000005,109.53
face_1651,m,23,516.43,64.83,120.69
face_1652,f,54,555.56,62.81999999999999,114.11
face_1653,m,27,904.76,66.71,112.2
face_1654,m,58,375.16,64.65,113.14
face_1655,f,30,899.57,65.61,116.32
face_1656,m,18,656.08,68.25,110.9
face_1657,f,25,552.71,64.78,113.78
face_1658,f,53,520.82,62.61,115.45
face_1659,m,23,425.08,60.85,114.01
face_1660,f,31,541.48,63.33,109.21
face_1661,f,56,678.72,63.56,108.21
face_1662,f,24,389.71,60.06,113.76
face_1663,f,20,703.5,63.78,112.12
face_1664,f,26,380.27,58.87,118.33
face_1665,m,41,547.96,64.38,115.88
face_1666,m,25,533.33,66.44,111.86
face_1667,m,59,755.07,65.98,108.23
face_1668,f,52,863.25,63.730000000000004,111.15
face_1669,f,39,552.12,61.989999999999995,112.25
face_1670,m,50,1049.2,66.86,112.82
face_1671,m,47,498.64,58.79,118.9
face_1672,m,42,518.53,64.27,117.22
face_1673,f,57,443.15,63.41,112.42
face_1674,f,48,502.29,62.629999999999995,109.43
face_1675,m,36,375.97,62.02,110.5
face_1676,f,28,281.46,63.459999999999994,111.92
face_1677,f,55,720.95,59.09,118.59
face_1678,m,27,668.59,58.84,117.71
face_1679,m,39,508.99,58.23,118.03
face_1680,m,40,692.64,62.93,113.5
face_1681,f,26,380.11,60.23,112.96
face_1682,m,19,646.51,66.32,115.53
face_1683,m,50,325.27,66.08,115.03
face_1684,m,35,595.82,57.85,120.28
face_1685,m,29,396.45,65.45,107.8
face_1686,f,25,621.74,61.739999999999995,116.85
face_1687,f,48,395.51,61.28,109.76
face_1688,f,35,725.49,62.379999999999995,113.19
face_1689,m,48,616.21,66.44,106.78
face_1690,m,42,351.21,64.21,111.41
face_1691,m,32,497.86,59.95,120.15
face_1692,m,43,488.34,59.94,118.99
face_1693,m,60,493.69,63.55,118.49
face_1694,f,40,935.43,61.790000000000006,109.89
face_1695,m,27,547.36,65.53,111.6
face_1696,f,58,447.15,64,106.48
face_1697,f,31,581.57,58.45,118.97
face_1698,m,27,1268.95,69.23,111.12
face_1699,m,26,437.52,66.74,112.82
face_1700,m,22,602,67.4,111.63
face_1701,m,30,1469.73,61.17,116.73
face_1702,f,25,432.37,60.42,116.73
face_1703,f,21,473.31,61.17,119.8
face_1704,m,49,272.21,65.98,114.27
face_1705,f,53,1162.74,60.26,116.45
face_1706,m,33,691.69,67.43,106.31
face_1707,f,39,316.76,58.45,117.51
face_1708,f,36,240.63,67.04,111.46
face_1709,m,56,399.65,63.22,109.73
face_1710,m,49,874.12,64.16,112.03
face_1711,f,37,536.7,60.4,112.79
face_1712,m,53,400.9,66.97,115.06
face_1713,m,38,776.97,61.32,117.01
face_1714,m,60,818.65,61.56,113.22
face_1715,f,32,561.84,60.27,118.26
face_1716,f,24,376.11,63.019999999999996,115.99
face_1717,m,33,1014.76,62.32,111.89
face_1718,f,48,406.57,63.5,112.79
face_1719,m,25,502.62,61.56,119.3
face_1720,m,33,344.35,61.8,118.68
face_1721,f,34,694.76,58,117.44
face_1722,m,35,473.84,64.48,115.44
face_1723,f,32,526.52,65.1,111.84
face_1724,f,43,664.65,62.629999999999995,110.96
face_1725,m,31,647.89,66.42,112.03
face_1726,m,24,608.42,65.59,114.55
face_1727,m,42,283.3,62.75,114.16
face_1728,m,23,543.52,64.88,114
face_1729,m,19,395.39,63.21,116.3
face_1730,m,49,337.85,66.37,113.8
face_1731,f,18,295.15,63.91,109.16
face_1732,f,40,590.29,59.66,113.83
face_1733,m,39,396.47,65.01,110.98
face_1734,m,22,324.26,66.25,111.65
face_1735,f,31,1066.36,67.06,108.69
face_1736,f,49,316.39,62.709999999999994,111.14
face_1737,f,40,496.7,55.64,116.77
face_1738,m,35,800.56,65.39,117.65
face_1739,f,35,660.36,58.95,113.7
face_1740,f,29,718.5,64.62,113.86
face_1741,f,57,457.05,57.52,122.45
face_1742,f,52,1127.64,64.16,112.41
face_1743,f,25,511.69,61.900000000000006,111.77
face_1744,m,47,613.05,62.29,114.23
face_1745,f,31,512.54,63.31,118.27
face_1746,m,54,415.33,65.21,112.3
face_1747,m,55,814.22,62.78,112.75
face_1748,m,35,721,61.36,117.43
face_1749,m,34,262.26,62.87,114.15
face_1750,f,31,620.98,62.379999999999995,112.25
face_1751,f,21,405.37,63.42,113.26
face_1752,m,58,502.38,65.25,110.55
face_1753,m,53,936.62,60.46,117.58
face_1754,f,27,553.78,61.89,110.95
face_1755,f,60,683.84,61.78,113.43
face_1756,m,23,436.47,64.05,110.8
face_1757,m,24,682.86,63.1,112.97
face_1758,m,30,447.86,63.72,112.34
face_1759,f,30,588.09,58.95,117.06
face_1760,f,31,668.98,61.7,111.65
face_1761,f,46,429.04,55.78,118.9
face_1762,m,19,448.5,61.8,117.49
face_1763,m,37,482.99,67.03,115.68
face_1764,m,60,515.48,67.26,110.36
face_1765,f,37,651.6,64.29,109.2
face_1766,m,29,491.53,63.28,119.65
face_1767,f,28,489.5,66.74,103.9
face_1768,m,45,501.84,60.09,118.06
face_1769,m,32,292.54,67.79,113.25
face_1770,f,34,748.68,61.09,112.94
face_1771,m,37,403.02,59.81,116.86
face_1772,f,38,408.26,62.349999999999994,111.34
face_1773,m,26,509.48,67.27,109.84
face_1774,m,34,678.34,66.49,113.3
face_1775,f,23,305.12,63.86,109.13
face_1776,m,41,478.19,63.56,114.81
face_1777,f,38,509.27,61.07,109.36
face_1778,f,26,330.06,63.81,108.54
face_1779,m,52,263.66,64.68,118.91
face_1780,f,60,529.14,60.54,113.64
face_1781,m,55,423.8,63.07,116.37
face_1782,f,44,780.42,61.29,117.13
face_1783,f,23,392.29,62.5,116.25
face_1784,m,50,1605.72,63.14,113.65
face_1785,m,60,638.96,64.15,112.13
face_1786,m,33,840.17,59.43,117.14
face_1787,m,30,631.29,65.58,116.68
face_1788,m,18,910.24,61.15,116.4
face_1789,f,43,481.83,58.24,117.86
face_1790,f,56,467.89,66.25,112.29
face_1791,f,54,475.28,62.42,110.31
face_1792,m,29,495.76,68.64,116.87
face_1793,f,58,486.98,60.46,113.84
face_1794,f,44,592.13,62.09,110.7
face_1795,m,59,429.64,65.04,112.72
face_1796,m,54,370.62,64.3,113.83
face_1797,m,20,461.55,63.01,113.15
face_1798,m,53,732.04,64.14,111.78
face_1799,m,22,503.17,61.13,116.06
face_1800,f,25,430.37,58.89,118.27
face_1801,f,31,549.62,59.73,116.2
face_1802,m,30,633.46,63.92,112.69
face_1803,m,20,670.97,65.23,113.85
face_1804,f,41,464.68,62.42,108.8
face_1805,f,18,574.34,60.84,114.64
face_1806,m,51,707.33,62.39,115.93
face_1807,m,21,481.95,62.74,113.85
face_1808,m,22,964.33,67.2,110.7
face_1809,f,38,658.85,59.05,118.33
face_1810,f,28,519.79,64.27,109.44
face_1811,m,56,478.38,64.93,112.37
face_1812,m,60,396.74,59.63,114.89
face_1813,f,46,291.36,60.39,120.23
face_1814,f,52,483.76,62.849999999999994,109.41
face_1815,f,31,306.94,60.7,114.21
face_1816,f,48,610.33,63.510000000000005,115.65
face_1817,f,24,510.86,63.239999999999995,115.86
face_1818,m,41,651.44,58.78,121.18
face_1819,f,35,866.41,63.989999999999995,113.28
face_1820,f,34,636.98,62.05,110.93
face_1821,f,19,303.54,60.36,113.68
face_1822,f,52,703.64,54.6,119.94
face_1823,m,50,869.13,65.48,112.41
face_1824,f,29,501.39,63.459999999999994,111.79
face_1825,m,50,598.26,65.63,111.44
face_1826,f,48,532.2,61.27,115.74
face_1827,m,49,370.14,63.98,112.06
face_1828,f,33,1081.74,61.989999999999995,113.24
face_1829,m,57,427.31,68.88,113.28
face_1830,f,44,578.21,63.69,112.94
face_1831,f,50,817.5,60.02,115.01
face_1832,f,35,448.75,62.53,114.43
face_1833,m,38,504.41,64.4,113.06
face_1834,f,20,650.85,61.2,114.6
face_1835,f,28,686.13,63.010000000000005,110.84
face_1836,m,58,537.76,64.07,111.41
face_1837,m,49,430.95,62.6,115.65
face_1838,f,48,433.38,56.05,117.1
face_1839,f,40,687.31,62.120000000000005,114.44
face_1840,f,48,585.85,63.86,113.91
face_1841,m,50,417.67,64.63,112.68
face_1842,f,40,452.88,64.64,112.4
face_1843,f,21,750.59,65.38,110.45
face_1844,f,40,703.27,63.2,111.74
face_1845,m,29,388.32,65.51,106.15
face_1846,f,32,329.37,56.22,117.86
face_1847,f,21,380.41,60.58,114.67
face_1848,f,41,739.83,60.75,117.23
face_1849,m,50,735.02,63.55,115.15
face_1850,f,42,532.2,60.86,112.78
face_1851,f,28,362.33,63.92,113.5
face_1852,f,44,309.98,59.83,117.04
face_1853,m,24,609.36,62.78,116.28
face_1854,f,33,752.88,64.53,112.6
face_1855,f,25,558.32,64.91,115.41
face_1856,m,44,260.77,67.81,110.14
face_1857,f,51,507.3,63.28,110.57
face_1858,f,19,982.51,58.05,111.57
face_1859,f,31,471.28,54.34,121.64
face_1860,f,31,413.58,62.290000000000006,117.42
face_1861,m,56,811.72,62.43,117.48
face_1862,f,33,549.53,58.84,119.18
face_1863,f,21,536.98,64.08,115.72
face_1864,m,35,575.57,65.86,108.77
face_1865,m,42,819.23,64.06,114.85
face_1866,m,20,525.07,64.93,111.76
face_1867,f,30,506.2,62.84,109.23
face_1868,f,24,799.26,63.31,108.2
face_1869,m,41,386.99,66.47,114.14
face_1870,m,49,600.27,58.98,118.64
face_1871,m,19,860.2,62.64,118.14
face_1872,f,52,451.3,61.56,117.5
face_1873,f,37,361.73,63.16,113.68
face_1874,m,49,449.16,61.37,111.1
face_1875,m,47,526.48,62.24,116.74
face_1876,m,33,917.23,66.42,115.47
face_1877,m,22,763.7,64.25,110.13
face_1878,m,35,331.61,61.27,110.45
face_1879,m,48,374.1,65.14,116.32
face_1880,f,33,453.5,55.13,115.69
face_1881,f,34,551.56,60.07,114.07
face_1882,m,29,392.57,63.34,114.16
face_1883,f,46,877.66,63.989999999999995,104.33
face_1884,m,54,539.89,63.81,116.21
face_1885,f,18,331.78,59.77,115.97
face_1886,f,34,935.73,59.37,116.61
face_1887,m,34,1160.11,63.13,114.2
face_1888,f,41,291.58,63.14,114.26
face_1889,f,24,612.17,61.61,121.16
face_1890,f,33,595.58,63.31999999999999,112.13
face_1891,m,55,1124.37,63.51,112.6
face_1892,m,53,413.05,66.1,112.86
face_1893,f,48,493.68,60.98,115.68
face_1894,f,41,581.78,62.67,118.14
face_1895,m,32,458.95,65.37,109.9
face_1896,m,24,663.37,67.21,112.94
face_1897,f,35,813.1,61.31,112.27
face_1898,f,53,516.21,61.24,114.2
face_1899,m,24,759.99,64.68,112.14
face_1900,f,44,494.63,63.019999999999996,109.77
face_1901,m,59,1183.98,63.13,119.12
face_1902,f,57,319.01,60.59,115.16
face_1903,f,32,688.54,60.1,119.06
face_1904,m,20,372.9,64.94,111.77
face_1905,f,18,697.57,57.5,119.92
face_1906,f,45,410.13,63.18000000000001,112.14
face_1907,f,21,532.03,64.54,115.03
face_1908,m,48,517.54,63.43,116.08
face_1909,f,49,329.39,63.47,114.11
face_1910,m,54,920.45,61.63,113.89
face_1911,m,50,565.98,63.83,113.13
face_1912,f,46,389.71,62.230000000000004,113.49
face_1913,f,54,293.16,58.55,116.01
face_1914,f,42,363.38,64.43,112.51
face_1915,f,23,478.63,59.8,117.5
face_1916,f,23,420.02,58.73,116.04
face_1917,f,20,778.96,61.23,113.53
face_1918,f,33,767.92,60.67,111.07
face_1919,m,58,603.2,65.38,119.18
face_1920,f,56,539.61,61.629999999999995,114.11
face_1921,m,23,627.89,65.75,112.34
face_1922,m,20,334.74,62.93,120.05
face_1923,m,43,493.54,63.79,117.32
face_1924,m,29,684.94,63.65,118.32
face_1925,m,55,797.65,63.75,110.97
face_1926,f,23,1629.13,61.790000000000006,114.06
face_1927,f,45,283.26,61.06,117.04
face_1928,m,23,353.19,62.33,119.29
face_1929,m,30,267.81,65.43,114.51
face_1930,m,45,428.87,63.31,116.1
face_1931,m,38,689.28,61.01,120.52
face_1932,m,46,589.6,65.84,114.01
face_1933,f,27,374.87,62.379999999999995,116.16
face_1934,m,38,2313,62.43,116.95
face_1935,m,32,622.65,65.12,109.63
face_1936,f,60,1429.88,58.86,116.91
face_1937,f,22,1228.63,57.33,114.3
face_1938,f,22,1289.17,61.55,115.03
face_1939,m,33,391.48,62.5,117.26
face_1940,f,18,417.07,60.29,118.39
face_1941,m,44,744.18,62.32,122.95
face_1942,m,58,449.81,62.32,113.51
face_1943,f,39,1006.08,57.22,116.08
face_1944,m,53,371.73,66.91,109.54
face_1945,f,28,618.88,60.56,115.83
face_1946,f,21,710.15,58.8,112.45
face_1947,f,45,201.86,63.16,111.67
face_1948,f,31,476.85,59.28,115.7
face_1949,f,56,310.46,64.68,106.13
face_1950,m,59,411.67,61.7,116.42
face_1951,f,39,483.32,58.7,116.89
face_1952,m,21,395.68,65.8,113.35
face_1953,f,46,463.68,64.39,112.07
face_1954,m,57,581.04,61.38,117.49
face_1955,m,34,1659.85,63.96,114.96
face_1956,f,55,463.64,62.510000000000005,116.72
face_1957,m,23,509.19,63.02,117.77
face_1958,m,59,428.2,67.75,110.91
face_1959,m,37,565.88,64.81,109.02
face_1960,m,51,534.93,60.42,118.4
face_1961,f,29,890,61.739999999999995,113.23
face_1962,m,37,486.91,66.2,110.79
face_1963,f,29,550.32,59.81,118.6
face_1964,m,43,546.6,57.91,119.09
face_1965,f,41,539.04,59.61,114.83
face_1966,f,29,944.05,66.56,110.09
face_1967,m,27,457.18,69.52,108.07
face_1968,m,23,1024.73,65.1,114.23
face_1969,f,53,365.23,61.84,113.3
face_1970,f,24,862.93,57.81,120.23
face_1971,m,58,400.07,65.74,108.84
face_1972,f,35,936.66,63.31,108.49
face_1973,m,21,1062.32,61.75,115.13
face_1974,m,24,357.49,62.42,109.3
face_1975,m,60,457.71,64.01,113.75
face_1976,f,39,406.47,63.120000000000005,108.98
face_1977,m,43,826.27,65.07,111.67
face_1978,f,32,318.06,58.94,119.93
face_1979,m,23,469.48,62.97,117.54
face_1980,m,40,635.85,60.7,117.48
face_1981,m,45,828.27,63.12,115.1
face_1982,f,21,301.81,60.97,113.87
face_1983,m,48,363.54,62.25,119.88
face_1984,f,41,589.51,62.489999999999995,111.68
face_1985,m,20,831.15,62.69,114.61
face_1986,f,39,591.41,57.19,115.88
face_1987,f,27,1012.26,60.35,115.14
face_1988,m,30,600.23,60.79,117.78
face_1989,f,25,560.22,64.87,109.7
face_1990,f,60,935.43,64.23,110.77
face_1991,m,18,327.24,60.17,112.03
face_1992,f,19,899.47,64.98,114.11
face_1993,m,26,345.74,61.19,116.35
face_1994,f,59,283.28,65.98,108.43
face_1995,m,26,769.39,62.65,114.55
face_1996,m,43,428.67,59.97,113.73
face_1997,m,58,710.68,62.71,118.93
face_1998,m,26,806.27,63.54,108.81
face_1999,m,28,680.65,64.42,112.12
face_2000,f,37,413.27,60.17,112.96
face_2001,m,47,638.09,63.56,115.69
face_2002,m,29,372.7,66.77,113.52
face_2003,m,53,526.63,65.7,108.25
face_2004,m,36,351.13,64.62,112.39
face_2005,m,45,468.31,61.32,118.29
face_2006,f,44,494.35,60.95,113.95
face_2007,f,21,543.48,59.23,115.66
